text,label,label_name,original_text
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How long is my Europe transfer wait?

### Intent:
transfer_timing<|eot_id|>",36,transfer_timing,How long is my Europe transfer wait?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.

### Intent:
card_payment_wrong_exchange_rate<|eot_id|>",13,card_payment_wrong_exchange_rate,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How long until my card is delivered?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,How long until my card is delivered?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I requested money from the ATM and it didn't give me as much as I requested.

### Intent:
wrong_amount_of_cash_received<|eot_id|>",43,wrong_amount_of_cash_received,I requested money from the ATM and it didn't give me as much as I requested.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I have got out the wrong amount from an ATM. Please tell me the process to get the cash back as in app its showing the amount i have been actually received.

### Intent:
wrong_amount_of_cash_received<|eot_id|>",43,wrong_amount_of_cash_received,I have got out the wrong amount from an ATM. Please tell me the process to get the cash back as in app its showing the amount i have been actually received.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I was making a purchase and it was declined and I wanted to know why.

### Intent:
declined_transfer<|eot_id|>",18,declined_transfer,I was making a purchase and it was declined and I wanted to know why.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I've got a repeated tranasaction on my card.

### Intent:
transaction_charged_twice<|eot_id|>",35,transaction_charged_twice,I've got a repeated tranasaction on my card.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.

### Intent:
wrong_amount_of_cash_received<|eot_id|>",43,wrong_amount_of_cash_received,"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What do I do if my card expires soon?

### Intent:
card_about_to_expire<|eot_id|>",6,card_about_to_expire,What do I do if my card expires soon?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How do I set-up my PIN for the new card?

### Intent:
get_physical_card<|eot_id|>",25,get_physical_card,How do I set-up my PIN for the new card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Could you please help me figure out why the seller has not received their money after I sent it.

### Intent:
pending_transfer<|eot_id|>",30,pending_transfer,Could you please help me figure out why the seller has not received their money after I sent it.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why is my last transfer pending?

### Intent:
pending_transfer<|eot_id|>",30,pending_transfer,Why is my last transfer pending?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
When will my pending payment finish?

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,When will my pending payment finish?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How do I verify my top up?

### Intent:
verify_top_up<|eot_id|>",40,verify_top_up,How do I verify my top up?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Someone might be using my card that is not me.

### Intent:
compromised_card<|eot_id|>",15,compromised_card,Someone might be using my card that is not me.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I don't see the verification code for my card transfer.

### Intent:
verify_top_up<|eot_id|>",40,verify_top_up,I don't see the verification code for my card transfer.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What will I be charged for a physical card?

### Intent:
order_physical_card<|eot_id|>",27,order_physical_card,What will I be charged for a physical card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I was declined when I tried to take out cash!

### Intent:
declined_cash_withdrawal<|eot_id|>",17,declined_cash_withdrawal,I was declined when I tried to take out cash!
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why has my account balance not changed after depositing a cheque?

### Intent:
balance_not_updated_after_cheque_or_cash_deposit<|eot_id|>",5,balance_not_updated_after_cheque_or_cash_deposit,Why has my account balance not changed after depositing a cheque?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My balance didn't change after I transferred some money.

### Intent:
balance_not_updated_after_bank_transfer<|eot_id|>",4,balance_not_updated_after_bank_transfer,My balance didn't change after I transferred some money.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Will my card be here soon?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,Will my card be here soon?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How much will I pay to exchange foreign currency?

### Intent:
exchange_charge<|eot_id|>",20,exchange_charge,How much will I pay to exchange foreign currency?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Help Me!  I lost my card.  What should I do?

### Intent:
lost_or_stolen_card<|eot_id|>",26,lost_or_stolen_card,Help Me!  I lost my card.  What should I do?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can someone please explain to me where my source of funds came from?

### Intent:
verify_source_of_funds<|eot_id|>",39,verify_source_of_funds,Can someone please explain to me where my source of funds came from?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
They is a payment I don't recognize on my statement.

### Intent:
card_payment_not_recognised<|eot_id|>",12,card_payment_not_recognised,They is a payment I don't recognize on my statement.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I didnt do this charge.

### Intent:
card_payment_not_recognised<|eot_id|>",12,card_payment_not_recognised,i didnt do this charge
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My money hasn't been transferred yet.

### Intent:
balance_not_updated_after_bank_transfer<|eot_id|>",4,balance_not_updated_after_bank_transfer,My money hasn't been transferred yet.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I think the exchange rate for the cash I withdrew wasn't correct.

### Intent:
wrong_exchange_rate_for_cash_withdrawal<|eot_id|>",44,wrong_exchange_rate_for_cash_withdrawal,I think the exchange rate for the cash I withdrew wasn't correct.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My card payment is pending.

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,My card payment is pending.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?

### Intent:
transaction_charged_twice<|eot_id|>",35,transaction_charged_twice,"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I didn't buy this twice.

### Intent:
transaction_charged_twice<|eot_id|>",35,transaction_charged_twice,I didn't buy this twice
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My money transfer has not yet occurred.

### Intent:
pending_transfer<|eot_id|>",30,pending_transfer,My money transfer has not yet occurred
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Could you please tell me why my purchases from this morning say payment is pending?

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,Could you please tell me why my purchases from this morning say payment is pending?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is your system down at this time?

### Intent:
failed_transfer<|eot_id|>",23,failed_transfer,I've already tried 5 times to complete a transfer that's just standard. What's the deal? Is your system down at this time?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I start an account for my kids?

### Intent:
age_limit<|eot_id|>",1,age_limit,Can I start an account for my kids?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?

### Intent:
pending_transfer<|eot_id|>",30,pending_transfer,I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What do I need to do in order to use my card I just got?

### Intent:
activate_my_card<|eot_id|>",0,activate_my_card,What do I need to do in order to use my card I just got?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Do all ATMs accept this card?

### Intent:
atm_support<|eot_id|>",2,atm_support,Do all ATMs accept this card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How long does an international transfer take? I made the transfer from France 2 days ago, but it is not showing up in my bank yet.

### Intent:
balance_not_updated_after_bank_transfer<|eot_id|>",4,balance_not_updated_after_bank_transfer,"How long does an international transfer take? I made the transfer from France 2 days ago, but it is not showing up in my bank yet."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I request a card?

### Intent:
order_physical_card<|eot_id|>",27,order_physical_card,Can I request a card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?

### Intent:
change_pin<|eot_id|>",14,change_pin,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I entered the correct pin but I still couldnt get funds.

### Intent:
declined_cash_withdrawal<|eot_id|>",17,declined_cash_withdrawal,I entered the correct pin but I still couldnt get funds.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I have it be delivered at a certain time?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,Can I have it be delivered at a certain time?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Problem verifying my account.

### Intent:
unable_to_verify_identity<|eot_id|>",37,unable_to_verify_identity,Problem verifying my account
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Is there a list of ATM machines?

### Intent:
atm_support<|eot_id|>",2,atm_support,Is there a list of ATM machines?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why was I charged $1 in a transaction?

### Intent:
extra_charge_on_statement<|eot_id|>",22,extra_charge_on_statement,Why was I charged $1 in a transaction?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
If I want to topup by card, how do I do it?

### Intent:
supported_cards_and_currencies<|eot_id|>",32,supported_cards_and_currencies,"If I want to topup by card, how do I do it?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I don't know where to look to find my PIN.

### Intent:
get_physical_card<|eot_id|>",25,get_physical_card,I don't know where to look to find my PIN.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How do I add money to my card?

### Intent:
topping_up_by_card<|eot_id|>",34,topping_up_by_card,How do I add money to my card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I need my card to be delivered fast.

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,I need my card to be delivered fast
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why does my identity need to be verified?

### Intent:
why_verify_identity<|eot_id|>",42,why_verify_identity,Why does my identity need to be verified?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I pay more to get it deliver quicker?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,Can I pay more to get it deliver quicker?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What's the top up limit?

### Intent:
top_up_limits<|eot_id|>",33,top_up_limits,What's the top up limit?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why is my purchase showing as pending?

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,Why is my purchase showing as pending?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Do you offer a discount for those who perform frequent currency exchanges?

### Intent:
exchange_charge<|eot_id|>",20,exchange_charge,Do you offer a discount for those who perform frequent currency exchanges?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My payment is taking a long time to go through.

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,My payment is taking a long time to go through.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Where can I reset the passcode?

### Intent:
passcode_forgotten<|eot_id|>",28,passcode_forgotten,Where can I reset the passcode?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I think the rate that was applied to my purchase using foreign currency is wrong. Help!

### Intent:
card_payment_wrong_exchange_rate<|eot_id|>",13,card_payment_wrong_exchange_rate,I think the rate that was applied to my purchase using foreign currency is wrong. Help!
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.

### Intent:
card_payment_wrong_exchange_rate<|eot_id|>",13,card_payment_wrong_exchange_rate,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What would be the reason there's an extra fee on my statement?

### Intent:
extra_charge_on_statement<|eot_id|>",22,extra_charge_on_statement,What would be the reason there's an extra fee on my statement?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Atm would not give me cash.

### Intent:
declined_cash_withdrawal<|eot_id|>",17,declined_cash_withdrawal,atm would not give me cash
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Help, I don't know what the PIN is to my card?

### Intent:
get_physical_card<|eot_id|>",25,get_physical_card,"Help, I don't know what the PIN is to my card?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I recently transferred money to my account when will it show up?

### Intent:
balance_not_updated_after_bank_transfer<|eot_id|>",4,balance_not_updated_after_bank_transfer,I recently transferred money to my account when will it show up?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I schedule future top ups?

### Intent:
automatic_top_up<|eot_id|>",3,automatic_top_up,Can I schedule future top ups?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Which countries do you operate in.

### Intent:
country_support<|eot_id|>",16,country_support,Which countries do you operate in
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Do all ATMs take this card?

### Intent:
atm_support<|eot_id|>",2,atm_support,Do all ATMs take this card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I would like to get a physical card, but I don't know how. Can you help me?

### Intent:
order_physical_card<|eot_id|>",27,order_physical_card,"I would like to get a physical card, but I don't know how. Can you help me?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Which ATMs accept this bill of fare ?

### Intent:
atm_support<|eot_id|>",2,atm_support,Which ATMs accept this bill of fare ?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How can I top-up my limit?

### Intent:
top_up_limits<|eot_id|>",33,top_up_limits,How can I top-up my limit?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Do I have to verify my identity?

### Intent:
why_verify_identity<|eot_id|>",42,why_verify_identity,Do I have to verify my identity?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I did a cash deposit to my account, but I am not seeing it on my statement.

### Intent:
balance_not_updated_after_cheque_or_cash_deposit<|eot_id|>",5,balance_not_updated_after_cheque_or_cash_deposit,"I did a cash deposit to my account, but I am not seeing it on my statement."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What exchange rates do you use?

### Intent:
exchange_rate<|eot_id|>",21,exchange_rate,What exchange rates do you use?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I attempted to get money in cash but it was refused!

### Intent:
declined_cash_withdrawal<|eot_id|>",17,declined_cash_withdrawal,I attempted to get money in cash but it was refused!
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Please tell me how I verify my identity.

### Intent:
verify_my_identity<|eot_id|>",38,verify_my_identity,Please tell me how I verify my identity.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I can't prove my identity.

### Intent:
unable_to_verify_identity<|eot_id|>",37,unable_to_verify_identity,I can't prove my identity.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
It looks like a payment I've made hasn't made it through yet.

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,It looks like a payment I've made hasn't made it through yet.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I was charged twice for the same thing.

### Intent:
transaction_charged_twice<|eot_id|>",35,transaction_charged_twice,I was charged twice for the same thing.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
When can I expect to receive my card?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,When can I expect to receive my card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I need to deposit my virtual card, how do i do that.

### Intent:
get_disposable_virtual_card<|eot_id|>",24,get_disposable_virtual_card,"I need to deposit my virtual card, how do i do that."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
My card payment still pending.

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,My card payment still pending
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I have 1 other US card.  Can you take that?

### Intent:
supported_cards_and_currencies<|eot_id|>",32,supported_cards_and_currencies,I have 1 other US card.  Can you take that?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Is it free to exchange currency?

### Intent:
exchange_charge<|eot_id|>",20,exchange_charge,Is it free to exchange currency?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I had made a transfer but its still pending.

### Intent:
pending_transfer<|eot_id|>",30,pending_transfer,I had made a transfer but its still pending.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How do I know if i need a disposable card?

### Intent:
get_disposable_virtual_card<|eot_id|>",24,get_disposable_virtual_card,How do I know if i need a disposable card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why do you require all my identity details?

### Intent:
why_verify_identity<|eot_id|>",42,why_verify_identity,Why do you require all my identity details?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Is there a limit to auto top?

### Intent:
automatic_top_up<|eot_id|>",3,automatic_top_up,Is there a limit to auto top?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.

### Intent:
balance_not_updated_after_cheque_or_cash_deposit<|eot_id|>",5,balance_not_updated_after_cheque_or_cash_deposit,How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can you express my card to me?

### Intent:
card_delivery_estimate<|eot_id|>",9,card_delivery_estimate,can you express my card to me?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
In regards to the PIN of the card?

### Intent:
get_physical_card<|eot_id|>",25,get_physical_card,In regards to the PIN of the card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I open an account for my children?

### Intent:
age_limit<|eot_id|>",1,age_limit,Can I open an account for my children?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Do you know the rate of exchange?

### Intent:
exchange_rate<|eot_id|>",21,exchange_rate,Do you know the rate of exchange?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I ordered my card 2 weeks ago and it still isn't here? What do I do?

### Intent:
card_arrival<|eot_id|>",8,card_arrival,I ordered my card 2 weeks ago and it still isn't here? What do I do?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What is the purpose of requiring my identification?

### Intent:
why_verify_identity<|eot_id|>",42,why_verify_identity,What is the purpose of requiring my identification?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou.

### Intent:
direct_debit_payment_not_recognised<|eot_id|>",19,direct_debit_payment_not_recognised,There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How long will it take to transfer something to China urgently?

### Intent:
transfer_timing<|eot_id|>",36,transfer_timing,How long will it take to transfer something to China urgently?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What should I do if I think my card was stolen?

### Intent:
lost_or_stolen_card<|eot_id|>",26,lost_or_stolen_card,What should I do if I think my card was stolen?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
When adding money, what are the currencies you take?

### Intent:
supported_cards_and_currencies<|eot_id|>",32,supported_cards_and_currencies,"When adding money, what are the currencies you take?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I trace where my funds came from?

### Intent:
verify_source_of_funds<|eot_id|>",39,verify_source_of_funds,Can I trace where my funds came from?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.

### Intent:
balance_not_updated_after_bank_transfer<|eot_id|>",4,balance_not_updated_after_bank_transfer,What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I need assistance activating my card?

### Intent:
activate_my_card<|eot_id|>",0,activate_my_card,I need assistance activating my card?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Is there a reason my payment is still pending?

### Intent:
pending_card_payment<|eot_id|>",29,pending_card_payment,Is there a reason my payment is still pending?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?

### Intent:
direct_debit_payment_not_recognised<|eot_id|>",19,direct_debit_payment_not_recognised,"I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I received my card, how do I get it to work in the app?

### Intent:
card_linking<|eot_id|>",10,card_linking,"I received my card, how do I get it to work in the app?"
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I had a payment reverted and would like to figure out why.

### Intent:
reverted_card_payment?<|eot_id|>",31,reverted_card_payment?,I had a payment reverted and would like to figure out why.
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How can I resolve a problem where my card won't go through at all?

### Intent:
card_not_working<|eot_id|>",11,card_not_working,How can I resolve a problem where my card won't go through at all?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Is there a disposable virtual card option?

### Intent:
get_disposable_virtual_card<|eot_id|>",24,get_disposable_virtual_card,Is there a disposable virtual card option?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Can I use as many top-ups as I want?

### Intent:
top_up_limits<|eot_id|>",33,top_up_limits,Can I use as many top-ups as I want?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Hi, My card withdrawal was declined this morning. It was working fine till yesterday. Please check and inform me.

### Intent:
declined_cash_withdrawal<|eot_id|>",17,declined_cash_withdrawal,"Hi, My card withdrawal was declined this morning. It was working fine till yesterday. Please check and inform me."
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
I have not received my pin yet.

### Intent:
get_physical_card<|eot_id|>",25,get_physical_card,I have not received my pin yet
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
Why can't I verify my identity?

### Intent:
unable_to_verify_identity<|eot_id|>",37,unable_to_verify_identity,Why can't I verify my identity?
"Below is a customer message sent to a bank's support system. Classify the message into exactly one intent category. Output only the intent label, nothing else.

### Message:
How do I make sure my transfer isn't goin to an unsupported merchant?

### Intent:
declined_transfer<|eot_id|>",18,declined_transfer,How do I make sure my transfer isn't goin to an unsupported merchant?
